taxon_id,geography,date
Spain/CT-HUVH-68583/2021,Europe,2021.11917808219
USA/MI-UM-S491168/2021,Michigan,2021.06712328767
England/ALDP-E88099/2021,Europe,2021.00684931507
Italy/TUS-AOUC-9/2021,Europe,2021.07808219178
England/ALDP-109E295/2021,Europe,2021.04794520548
England/MILK-1151233/2021,Europe,2021.05890410959
England/QEUH-120C37F/2021,Europe,2021.09452054795
England/ALDP-116F539/2021,Europe,2021.06438356164
England/ALDP-114F292/2021,Europe,2021.06164383562
USA/MI-UM-10038128858/2021,Michigan,2021.08904109589
USA/MI-UM-10038052582/2021,Michigan,2021.07534246575
USA/MI-UM-S486980/2021,Michigan,2021.05890410959
USA/MI-UM-S485022/2021,Michigan,2021.05890410959
USA/MI-UM-10038240757/2021,Michigan,2021.10821917808
USA/MI-UM-10038050090/2021,Michigan,2021.07534246575
USA/MI-UM-10038131441/2021,Michigan,2021.08904109589
USA/MI-UM-10038128870/2021,Michigan,2021.08904109589
USA/MI-UM-S491259/2021,Michigan,2021.06712328767
USA/MI-UM-S510232/2021,Michigan,2021.07260273973
USA/MI-UM-10038050117/2021,Michigan,2021.07534246575
USA/MI-UM-S488413/2021,Michigan,2021.07808219178
USA/MI-UM-10038104868/2021,Michigan,2021.08630136986
USA/MI-UM-S494218/2021,Michigan,2021.0698630137
USA/MI-UM-S490887/2021,Michigan,2021.06712328767
USA/MI-UM-10038104874/2021,Michigan,2021.08630136986
USA/MI-UM-10038093840/2021,Michigan,2021.08356164384
USA/MI-UM-S502347/2021,Michigan,2021.0698630137
England/MILK-9E2FE0/2020,Europe,2020.72267759563
England/MILK-A06B0F/2020,Europe,2020.75
England/CAMC-BD2BB0/2020,Europe,2020.90573770492
England/CAMC-BFBE03/2020,Europe,2020.92486338798
England/MILK-EB6F86/2021,Europe,2021.00410958904
Brazil/SP-L94-CD2721/2021,Global,2021.01506849315
England/QEUH-EF8CCD/2021,Europe,2021.01232876712
England/MILK-1153028/2021,Europe,2021.05890410959
England/MILK-D723F4/2020,Europe,2020.98224043716
England/NORW-222CE4/2020,Europe,2020.96857923497
England/CAMB-A9E0A3/2021,Europe,2021.04794520548
England/CAMB-AA2D2D/2021,Europe,2021.12465753425
Spain/CT-IrsiCaixaR004QZ1D9/2021,Europe,2021.09178082192
England/LOND-12EB6E6/2021,Europe,2021.02054794521
England/CAMC-1104CB9/2021,Europe,2021.05342465753
England/PORT-2E52BE/2021,Europe,2021.0397260274
Israel/CVL-1648/2021,Global,2021.01232876712
Israel/CVL-2576/2021,Global,2021.03698630137
Israel/CVL-825ngs/2020,Global,2020.99316939891
Israel/CVL-448-ngs/2020,Global,2020.98770491803
Israel/CVL-2568/2021,Global,2021.0397260274
Israel/CVL-1656/2021,Global,2021.01232876712
Israel/CVL-2579/2021,Global,2021.03698630137
Israel/CVL-1919/2021,Global,2021.02876712329
Israel/CVL-2544/2021,Global,2021.03698630137
Israel/CVL-52/2020,Global,2020.97950819672
Israel/CVL-1017-ngs/2020,Global,2020.99863387978
Israel/CVL-498ngs/2020,Global,2020.99043715847
Israel/CVL-1967/2021,Global,2021.02876712329
Israel/CVL-1929/2021,Global,2021.02876712329
Israel/CVL-31-ngs/2020,Global,2020.97950819672
Israel/CVL-2069/2021,Global,2021.03150684932
Israel/CVL-1933/2021,Global,2021.02876712329
Israel/CVL-2062/2021,Global,2021.02876712329
Israel/CVL-1492/2021,Global,2021.01232876712
Israel/CVL-1020-ngs/2020,Global,2020.99863387978
Israel/CVL-1575/2021,Global,2021.01232876712
Israel/CVL-2083/2021,Global,2021.03150684932
Israel/CVL-1533/2021,Global,2021.01232876712
Israel/CVL-1012-ngs/2020,Global,2020.99863387978
Israel/CVL-1597/2021,Global,2021.01232876712
Israel/CVL-2075/2021,Global,2021.03150684932
Israel/CVL-2575/2021,Global,2021.03698630137
Israel/CVL-2510/2021,Global,2021.03698630137
Israel/CVL-2509/2021,Global,2021.03698630137
Israel/CVL-2505/2021,Global,2021.03698630137
USA/NJ-Yale-S141/2021,New Jersey,2021.03698630137
Israel/CVL-2572/2021,Global,2021.03698630137
Israel/CVL-1481/2021,Global,2021.01232876712
Israel/CVL-1996/2021,Global,2021.03150684932
USA/CT-Yale-1457/2021,Connecticut,2021.11095890411
Israel/CVL-1940/2021,Global,2021.02876712329
Israel/CVL-1942/2021,Global,2021.02876712329
England/OXON-F48D9D/2020,Europe,2020.99316939891
Israel/CVL-1556/2021,Global,2021.01232876712
Israel/CVL-2580/2021,Global,2021.03698630137
Israel/CVL-1009-ngs/2020,Global,2020.99863387978
Israel/CVL-1572/2021,Global,2021.01232876712
Israel/CVL-2366/2021,Global,2021.03150684932
USA/NY-Wadsworth-21018127-01/2021,New York,2021.08630136986
Israel/CVL-132ngs/2020,Global,2020.98770491803
Israel/CVL-299ngs/2020,Global,2020.99043715847
Israel/CVL-1007-ngs/2020,Global,2020.99863387978
USA/CT-Yale-1446/2021,Connecticut,2021.10821917808
USA/CT-Yale-1447/2021,Connecticut,2021.10821917808
Israel/CVL-1630/2021,Global,2021.01232876712
Israel/CVL-1480/2021,Global,2021.01232876712
Israel/CVL-1587/2021,Global,2021.01232876712
Israel/CVL-1553/2021,Global,2021.01232876712
Israel/CVL-1527/2021,Global,2021.01232876712
Israel/CVL-1658/2021,Global,2021.01232876712
Israel/CVL-468ngs/2020,Global,2020.99043715847
Israel/CVL-515ngs/2020,Global,2020.99043715847
England/QEUH-109C58F/2021,Europe,2021.05068493151
Israel/CVL-1932/2021,Global,2021.02876712329
Israel/CVL-2578/2021,Global,2021.03698630137
England/MILK-B01F43/2020,Europe,2020.81010928962
England/QEUH-A01621/2020,Europe,2020.74726775956
England/CAMC-B33230/2020,Europe,2020.8456284153
England/CAMC-B22805/2020,Europe,2020.83743169399
England/MILK-B065A6/2020,Europe,2020.81284153005
England/MILK-B045E4/2020,Europe,2020.81284153005
England/CAMC-B7A9FC/2020,Europe,2020.86475409836
England/MILK-1150E5E/2021,Europe,2021.05890410959
England/LOND-126D840/2020,Europe,2020.99316939891
Spain/IB-IBV-99012848/2021,Europe,2021.01780821918
Spain/IB-IBV-99016792/2021,Europe,2021.04794520548
England/CAMC-CB6FA6/2020,Europe,2020.96584699454
England/CAMC-1024443/2021,Europe,2021.03698630137
England/CAMC-F7F3C8/2021,Europe,2021.02328767123
England/MILK-AB78BB/2020,Europe,2020.80464480874
England/MILK-B3B854/2020,Europe,2020.83469945355
England/CAMC-BD2901/2020,Europe,2020.90846994536
England/ALDP-F90929/2021,Europe,2021.02328767123
England/PHWC-4C2F27/2021,Europe,2021.08082191781
France/HDF-IPP02624/2021,Europe,2021.06712328767
France/GES-IPP03308/2021,Europe,2021.10547945205
Portugal/PT2920/2021,Europe,2021.04794520548
Belgium/UGent-1019/2021,Europe,2021.01506849315
Portugal/PT2610/2021,Europe,2021.05342465753
France/un-21022010394/2021,Europe,2021.08630136986
France/un-21022010283/2021,Europe,2021.08630136986
England/MILK-B3E208/2020,Europe,2020.83469945355
England/CAMC-B366E6/2020,Europe,2020.8456284153
England/MILK-B8E904/2020,Europe,2020.8674863388
England/CAMC-C47818/2020,Europe,2020.9412568306
England/MILK-D099E1/2020,Europe,2020.96857923497
USA/FL-CDC-STM-000003644/2021,Florida,2021.04794520548
Spain/AN-HUSC_13299528/2020,Europe,2020.99590163934
England/MILK-E0B9A2/2020,Europe,2020.99316939891
England/CAMC-B36516/2020,Europe,2020.8456284153
England/CAMC-B362D3/2020,Europe,2020.8456284153
England/CAMC-B3232F/2020,Europe,2020.8456284153
England/CAMC-BBB85C/2020,Europe,2020.8893442623
England/CAMC-BC2B1D/2020,Europe,2020.89207650273
England/CAMC-BF47B4/2020,Europe,2020.92759562842
England/CAMC-CB9F94/2020,Europe,2020.9631147541
England/CAMC-C422A6/2020,Europe,2020.9412568306
USA/FL-CDC-STM-000005621/2021,Florida,2021.0698630137
USA/FL-CDC-STM-000002916/2021,Florida,2021.04246575342
England/MILK-EB9B34/2021,Europe,2021.00410958904
England/MILK-A7A7A8/2020,Europe,2020.78825136612
England/MILK-A7C3EE/2020,Europe,2020.78825136612
England/QEUH-AE22C8/2020,Europe,2020.81830601093
England/CAMC-B321F8/2020,Europe,2020.8456284153
Belgium/rega-2574/2021,Europe,2021.06712328767
Belgium/rega-2417/2021,Europe,2021.06164383562
England/CAMC-B775CE/2020,Europe,2020.86202185792
England/MILK-B88CD4/2020,Europe,2020.8674863388
England/MILK-102F123/2021,Europe,2021.02328767123
Spain/IB-IBV-99015806/2021,Europe,2021.0397260274
Spain/CT-IrsiCaixaR003MP1H11/2021,Europe,2021.05616438356
England/RAND-11ED409/2021,Europe,2021.07808219178
England/CAMC-CB729D/2020,Europe,2020.9631147541
England/CAMC-106F163/2021,Europe,2021.04246575342
England/PORT-2D9262/2021,Europe,2021.0397260274
England/MILK-F88B00/2021,Europe,2021.01780821918
England/MILK-11D2D66/2021,Europe,2021.07808219178
England/ALDP-CEAFA9/2020,Europe,2020.97131147541
England/MILK-D0AD6C/2020,Europe,2020.97131147541
England/MILK-EB43D7/2021,Europe,2021.00410958904
England/ALDP-C48501/2020,Europe,2020.94672131148
England/CAMC-CB78D7/2020,Europe,2020.96584699454
England/ALDP-101C332/2021,Europe,2021.03698630137
USA/NY-Wadsworth-21001916-01/2020,New York,2020.97950819672
England/CAMC-B51445/2020,Europe,2020.84836065574
England/CAMC-B32626/2020,Europe,2020.8456284153
England/MILK-AB799A/2020,Europe,2020.80464480874
England/MILK-C52689/2020,Europe,2020.94398907104
England/CAMC-F01817/2021,Europe,2021.01780821918
England/ALDP-C8BBF1/2020,Europe,2020.95491803279
England/QEUH-F56B0B/2021,Europe,2021.01506849315
England/CAMC-AEB05C/2020,Europe,2020.81557377049
England/MILK-ACEB7C/2020,Europe,2020.80737704918
England/CAMC-B21693/2020,Europe,2020.83469945355
England/MILK-B02FF7/2020,Europe,2020.81830601093
England/MILK-B59D24/2020,Europe,2020.84836065574
England/MILK-B55D82/2020,Europe,2020.84836065574
Scotland/EDB11087/2020,Europe,2020.86202185792
England/MILK-B8E658/2020,Europe,2020.8674863388
England/MILK-EC4AEE/2021,Europe,2021.00684931507
England/CAMC-10739DD/2021,Europe,2021.04246575342
England/CAMC-BF47C3/2020,Europe,2020.92759562842
England/MILK-BEE43E/2020,Europe,2020.91393442623
England/CAMC-BD151D/2020,Europe,2020.91120218579
England/CAMC-B51700/2020,Europe,2020.85382513661
England/CAMC-B53416/2020,Europe,2020.85382513661
England/OXON-F50512/2021,Europe,2021.02602739726
Scotland/QEUH-D12235/2020,Europe,2020.98770491803
Scotland/QEUH-114C7D2/2021,Europe,2021.06712328767
France/un-21022010143/2021,Europe,2021.08630136986
Scotland/QEUH-11CB489/2021,Europe,2021.08630136986
France/PAC-IHU-3217-1/2021,Europe,2021.05616438356
USA/FL-CDC-STM-000005383/2021,Florida,2021.06164383562
USA/FL-CDC-STM-0000014-G02/2021,Florida,2021.02876712329
USA/VA-CDC-STM-000003055/2021,Virginia,2021.04246575342
USA/FL-CDC-STM-000003054/2021,Florida,2021.04246575342
USA/FL-CDC-STM-000005991/2021,Florida,2021.07534246575
USA/FL-CDC-STM-000004262/2021,Florida,2021.05342465753
USA/FL-CDC-STM-000005977/2021,Florida,2021.07534246575
USA/FL-CDC-STM-000003060/2021,Florida,2021.04246575342
England/MILK-9E05B3/2020,Europe,2020.71994535519
England/CAMC-BBDCB8/2020,Europe,2020.89207650273
Spain/CT-HUVH-49838/2021,Europe,2021.02328767123
